Siniestro,DENUNCIA,Pieza,Tarea,Horas
16358/2021,M365257,TAPIZADO IZQ                 ,SYC,1.00
16358/2021,M365257,ASIENTO TRASERO                     ,SYC,0.80
16358/2021,M365257,ZOCALO                     ,Reparar,3.00
16358/2021,M365257,TRAVESA¥O DE SUSP. controlar           ,SYC,3.00
16358/2021,M365257,BISAGRA PUERTA (DEL O TRAS) IZQ                 ,Reparar,0.50
16358/2021,M365257,ALINEACION                     ,Sustituir,0.00
16358/2021,M365257,PANEL FARO TRAS IZQ. IZQ                 ,Reparar,2.00
16358/2021,M365257,LLANTA                     ,Reparar,1.00
16358/2021,M365257,MONTANTE TRAS. entrada IZQ         ,Reparar,2.00
16358/2021,M365257,CHORIZO IZQ. DE TECHO                     ,Reparar,0.00
16358/2021,M365257,BALANCEAR                     ,Sustituir,0.00
16359/2021,M349789,PARAGOLPE DELANTERO NEGRO               ,Sustituir,1.00
16359/2021,M349789,GUARDABARRO/S DELANTERO/S IZQ                 ,Sustituir,1.50
16359/2021,M349789,GUIA DE PARAGOLPES del IZQ             ,Sustituir,0.20
16359/2021,M349789,BUCHEGLASS del IZQ             ,Sustituir,0.30
16359/2021,M349789,PUERTA DELANTERA DES. PARCIAL IZQ                 ,Reparar,2.00
16359/2021,M349789,FAROL/ES DELANTERO/S IZQ                 ,Reparar,1.50
16359/2021,M349789,FAROL/ES DELANTERO/S DER                 ,SYC,0.50
16359/2021,M349789,FLETES                     ,Sustituir,0.00
16359/2021,M349789,MEDIO CHASIS DEL. IZQ                 ,Reparar,1.50
16359/2021,M349789,PASARRUEDA  DELANTERO IZQ                 ,Reparar,1.00
16378/2021,M349786,PUERTA DELAN. DESARME COMPLETO IZQ                 ,Sustituir,4.00
16378/2021,M349786,GUARDABARRO/S DELANTERO/S IZQ                 ,Reparar,1.50
